,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
76,92,PT03M27.00S,2021-07-15T01:25:48.7Z,1,REGULAR,3pt,Jump Shot,[],1626171,92.46057818659659,95.41207107843137,1610612749,14,18,2021-07-15T01:27:16Z,920000,227,18,1,right,B. Portis 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[1626171, 203507]",1610612749,MIL,,,,Portis,B. Portis,,,,,22.78,Made,3,G. Antetokounmpo,203507,1,,,,,,,,,,,,,,,
77,94,PT03M26.00S,2021-07-15T01:25:54.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,14,18,2021-07-15T01:25:54Z,940000,,,0,,PHX Timeout,[],1610612756,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,95,PT03M26.00S,2021-07-15T01:28:44.0Z,1,REGULAR,substitution,out,[],201950,,,1610612756,14,18,2021-07-15T01:29:17Z,950000,,,0,,SUB out: J. Holiday,[201950],1610612749,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
79,96,PT03M26.00S,2021-07-15T01:28:44.0Z,1,REGULAR,substitution,out,[],1628969,,,1610612756,14,18,2021-07-15T01:29:17Z,960000,,,0,,SUB out: M. Bridges,[1628969],1610612756,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
80,97,PT03M26.00S,2021-07-15T01:28:44.0Z,1,REGULAR,substitution,out,[],203109,,,1610612756,14,18,2021-07-15T01:29:17Z,970000,,,0,,SUB out: J. Crowder,[203109],1610612756,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
81,98,PT03M26.00S,2021-07-15T01:28:44.0Z,1,REGULAR,substitution,in,[],201952,,,1610612756,14,18,2021-07-15T01:29:17Z,980000,,,0,,SUB in: J. Teague,[201952],1610612749,MIL,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,,
82,99,PT03M26.00S,2021-07-15T01:28:44.0Z,1,REGULAR,substitution,in,[],1628470,,,1610612756,14,18,2021-07-15T01:29:17Z,990000,,,0,,SUB in: T. Craig,[1628470],1610612756,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
83,100,PT03M26.00S,2021-07-15T01:28:44.0Z,1,REGULAR,substitution,in,[],1629661,,,1610612756,14,18,2021-07-15T01:29:17Z,1000000,,,0,,SUB in: C. Johnson,[1629661],1610612756,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
84,101,PT03M05.00S,2021-07-15T01:29:51.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,18.922470433639948,47.518382352941174,1610612756,14,18,2021-07-15T01:31:25Z,1010000,12,125,1,left,MISS D. Booker 12' driving floating Shot,[1626164],1610612756,PHX,driving floating,,,Booker,D. Booker,,,,,12.6,Missed,,,,,,,,,,,,,,,,,,,
85,102,PT03M04.00S,2021-07-15T01:29:52.0Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,14,18,2021-07-15T01:31:25Z,1020000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,101,1,1,0,,,,,,,,,,,
86,103,PT03M00.00S,2021-07-15T01:29:59.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,14,18,2021-07-15T01:29:59Z,1030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,104,PT02M42.00S,2021-07-15T01:30:28.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626192,91.59001314060447,51.00719975490197,1610612749,14,18,2021-07-15T01:30:34Z,1040000,5,27,1,right,MISS P. Connaughton Layup - blocked,"[1626192, 1629028]",1610612749,MIL,,,,Connaughton,P. Connaughton,,,,,2.71,Missed,,,,,,,,,,,,,,,,,Ayton,1629028,
88,136,PT02M42.00S,2021-07-15T01:30:28.8Z,1,REGULAR,block,,[],1629028,,,1610612749,14,18,2021-07-15T01:34:38Z,1045000,,,0,,D. Ayton BLOCK (1 BLK),[1629028],1610612756,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
89,105,PT02M42.00S,2021-07-15T01:30:28.8Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,14,18,2021-07-15T01:30:34Z,1050000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:1),[203507],1610612749,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,104,2,1,1,,,,,,,,,,,
90,106,PT02M42.00S,2021-07-15T01:30:32.1Z,1,REGULAR,foul,personal,['2freethrow'],1628470,,,1610612749,14,18,2021-07-15T01:30:47Z,1060000,,,0,,T. Craig shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1628470, 203507]",1610612756,PHX,shooting,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,2714,1,0,Antetokounmpo,203507,,,
91,108,PT02M42.00S,2021-07-15T01:31:06.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203507,,,1610612749,14,18,2021-07-15T01:31:38Z,1080000,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
92,109,PT02M42.00S,2021-07-15T01:31:06.6Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612749,14,18,2021-07-15T01:31:38Z,1090000,,,0,,TEAM offensive REBOUND,[],1610612749,MIL,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,
93,110,PT02M42.00S,2021-07-15T01:31:06.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203507,,,1610612749,14,18,2021-07-15T01:31:38Z,1100000,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
94,111,PT02M41.00S,2021-07-15T01:31:07.6Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,14,18,2021-07-15T01:34:10Z,1110000,,,0,,D. Ayton REBOUND (Off:0 Def:6),[1629028],1610612756,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,110,6,6,0,,,,,,,,,,,
95,112,PT02M25.00S,2021-07-15T01:31:50.4Z,1,REGULAR,turnover,bad pass,[],1629028,,,1610612756,14,18,2021-07-15T01:31:55Z,1120000,,,0,,D. Ayton bad pass TURNOVER (1 TO),"[1629028, 203114]",1610612756,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,1,Middleton,203114,,,,,,,,
96,113,PT02M25.00S,2021-07-15T01:31:50.4Z,1,REGULAR,steal,,[],203114,,,1610612749,14,18,2021-07-15T01:31:52Z,1130000,,,0,,K. Middleton STEAL (2 STL),[203114],1610612749,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
97,114,PT02M17.00S,2021-07-15T01:32:10.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,14,18,2021-07-15T01:32:10Z,1140000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,115,PT02M11.00S,2021-07-15T01:32:33.9Z,1,REGULAR,foul,personal,[],1626166,,,1610612749,14,18,2021-07-15T01:32:41Z,1150000,,,0,,C. Payne personal FOUL (1 PF),"[1626166, 1626192]",1610612756,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,2004,1,0,Connaughton,1626192,,,
99,117,PT02M06.00S,2021-07-15T01:32:52.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203507,66.57358739,46.88265931372549,1610612749,14,18,2021-07-15T01:35:36Z,1170000,-16,262,1,right,MISS G. Antetokounmpo 26' pullup 3PT,[203507],1610612749,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,,
100,118,PT02M05.00S,2021-07-15T01:32:53.1Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,14,18,2021-07-15T01:35:36Z,1180000,,,0,,B. Portis REBOUND (Off:1 Def:1),[1626171],1610612749,MIL,,,,Portis,B. Portis,,,,,,,,,,,117,2,1,1,,,,,,,,,,,
101,119,PT02M04.00S,2021-07-15T01:32:56.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626171,91.67214191852825,51.049325980392155,1610612749,14,18,2021-07-15T01:36:05Z,1190000,5,26,1,right,MISS B. Portis putback Layup,[1626171],1610612749,MIL,putback,,,Portis,B. Portis,,,,,2.63,Missed,,,,,,,,,,,,,,,,,,,
102,120,PT02M03.00S,2021-07-15T01:32:57.4Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,14,18,2021-07-15T01:36:05Z,1200000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:1),[203507],1610612749,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,119,3,1,2,,,,,,,,,,,
103,121,PT02M03.00S,2021-07-15T01:33:07.5Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203507,94.40999984741211,50,1610612749,16,18,2021-07-15T01:36:12Z,1210000,0,0,1,right,G. Antetokounmpo tip DUNK (4 PTS),[203507],1610612749,MIL,tip,,,Antetokounmpo,G. Antetokounmpo,,,,,0,Made,4,,,,,,,,,,,,,,,,,,
104,122,PT01M49.00S,2021-07-15T01:33:09.0Z,1,REGULAR,3pt,Jump Shot,[],1626164,33.327858081471746,29.480698529411764,1610612756,16,18,2021-07-15T01:36:44Z,1220000,103,261,1,left,MISS D. Booker 28' 3PT,[1626164],1610612756,PHX,,,,Booker,D. Booker,,,,,28.03,Missed,,,,,,,,,,,,,,,,,,,
105,123,PT01M48.00S,2021-07-15T01:33:10.0Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,16,18,2021-07-15T01:36:44Z,1230000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:2),[203507],1610612749,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,122,4,2,2,,,,,,,,,,,
106,124,PT01M39.00S,2021-07-15T01:33:17.1Z,1,REGULAR,3pt,Jump Shot,[],203507,66.57358739,45.41207107843137,1610612749,16,18,2021-07-15T01:33:28Z,1240000,-23,262,1,right,MISS G. Antetokounmpo 26' pullup 3PT,[203507],1610612749,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,26.27,Missed,,,,,,,,,,,,,,,,,,,
107,125,PT01M38.00S,2021-07-15T01:33:18.1Z,1,REGULAR,rebound,defensive,[],1628470,,,1610612756,16,18,2021-07-15T01:37:10Z,1250000,,,0,,T. Craig REBOUND (Off:0 Def:1),[1628470],1610612756,PHX,,,,Craig,T. Craig,,,,,,,,,,,124,1,1,0,,,,,,,,,,,
108,126,PT01M18.00S,2021-07-15T01:33:38.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,7.835085413929041,49.333639705882355,1610612756,16,20,2021-07-15T01:33:43Z,1260000,3,21,1,left,D. Ayton alley-oop Layup (6 PTS) (D. Booker 1 AST),"[1629028, 1626164]",1610612756,PHX,alley-oop,,,Ayton,D. Ayton,,,,,2.14,Made,6,D. Booker,1626164,1,,,,,,,,,,,,,,,
109,128,PT01M07.00S,2021-07-15T01:33:51.0Z,1,REGULAR,3pt,Jump Shot,[],1626192,68.45844283837057,22.64093137254902,1610612749,16,20,2021-07-15T01:33:56Z,1280000,-137,244,1,right,MISS P. Connaughton 27' 3PT,[1626192],1610612749,MIL,,,,Connaughton,P. Connaughton,,,,,27.97,Missed,,,,,,,,,,,,,,,,,,,
110,129,PT01M07.00S,2021-07-15T01:33:51.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,16,20,2021-07-15T01:33:56Z,1290000,,,0,,TEAM defensive REBOUND,[],1610612756,PHX,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,
111,130,PT01M07.00S,2021-07-15T01:33:56.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,16,20,2021-07-15T01:33:56Z,1300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,131,PT01M07.00S,2021-07-15T01:34:07.7Z,1,REGULAR,substitution,out,[],203114,,,1610612756,16,20,2021-07-15T01:34:27Z,1310000,,,0,,SUB out: K. Middleton,[203114],1610612749,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
113,132,PT01M07.00S,2021-07-15T01:34:07.7Z,1,REGULAR,substitution,in,[],201950,,,1610612756,16,20,2021-07-15T01:34:27Z,1320000,,,0,,SUB in: J. Holiday,[201950],1610612749,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
114,133,PT00M52.00S,2021-07-15T01:34:28.3Z,1,REGULAR,2pt,Jump Shot,[],1626164,25.57490144546649,28.010110294117645,1610612756,16,20,2021-07-15T01:38:32Z,1330000,110,188,1,left,MISS D. Booker 21' pullup Shot,[1626164],1610612756,PHX,pullup,,,Booker,D. Booker,,,,,21.77,Missed,,,,,,,,,,,,,,,,,,,
115,134,PT00M51.00S,2021-07-15T01:34:29.3Z,1,REGULAR,rebound,defensive,[],201952,,,1610612749,16,20,2021-07-15T01:38:32Z,1340000,,,0,,J. Teague REBOUND (Off:0 Def:1),[201952],1610612749,MIL,,,,Teague,J. Teague,,,,,,,,,,,133,1,1,0,,,,,,,,,,,
116,135,PT00M47.00S,2021-07-15T01:34:34.6Z,1,REGULAR,foul,personal,['2freethrow'],1629661,,,1610612749,16,20,2021-07-15T01:34:46Z,1350000,,,0,,C. Johnson shooting personal FOUL (1 PF) (Teague 2 FT),"[1629661, 201952]",1610612756,PHX,shooting,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,1148,1,0,Teague,201952,,,
117,138,PT00M47.00S,2021-07-15T01:34:59.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],201952,,,1610612749,17,20,2021-07-15T01:34:59Z,1370000,,,0,,J. Teague Free Throw 1 of 2 (1 PTS),[201952],1610612749,MIL,,,,Teague,J. Teague,,,,,,Made,1,,,,,,,,,,,,,,,,,,
118,139,PT00M47.00S,2021-07-15T01:35:02.0Z,1,REGULAR,substitution,out,[],1626166,,,1610612749,17,20,2021-07-15T01:35:06Z,1380000,,,0,,SUB out: C. Payne,[1626166],1610612756,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
119,140,PT00M47.00S,2021-07-15T01:35:02.0Z,1,REGULAR,substitution,in,[],101108,,,1610612749,17,20,2021-07-15T01:35:06Z,1390000,,,0,,SUB in: C. Paul,[101108],1610612756,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
120,141,PT00M47.00S,2021-07-15T01:35:19.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],201952,,,1610612749,18,20,2021-07-15T01:35:19Z,1400000,,,0,,J. Teague Free Throw 2 of 2 (2 PTS),[201952],1610612749,MIL,,,,Teague,J. Teague,,,,,,Made,2,,,,,,,,,,,,,,,,,,
121,142,PT00M31.30S,2021-07-15T01:35:42.6Z,1,REGULAR,3pt,Jump Shot,[],1629661,23.99802890932983,88.05912990196079,1610612756,18,23,2021-07-15T01:35:46Z,1410000,-190,173,1,left,C. Johnson 25' 3PT  (3 PTS) (C. Paul 1 AST),"[1629661, 101108]",1610612756,PHX,,,,Johnson,C. Johnson,,,,,25.73,Made,3,C. Paul,101108,1,,,,,,,,,,,,,,,
122,144,PT00M10.00S,2021-07-15T01:36:06.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,92.46057818659659,51.294424019607845,1610612749,20,23,2021-07-15T01:36:18Z,1430000,6,18,1,right,J. Holiday finger roll Layup (2 PTS) (P. Connaughton 1 AST),"[201950, 1626192]",1610612749,MIL,finger roll,,,Holiday,J. Holiday,,,,,1.95,Made,2,P. Connaughton,1626192,1,,,,,,,,,,,,,,,
123,146,PT00M00.00S,2021-07-15T01:36:19.4Z,1,REGULAR,2pt,Jump Shot,[],1629028,24.129434954007884,48.84344362745098,1610612756,20,23,2021-07-15T01:36:23Z,1450000,6,174,1,left,MISS D. Ayton 17' Jump Shot,[1629028],1610612756,PHX,,,,Ayton,D. Ayton,,,,,17.44,Missed,,,,,,,,,,,,,,,,,,,
124,147,PT00M00.00S,2021-07-15T01:36:19.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,20,23,2021-07-15T01:36:23Z,1460000,,,0,,TEAM offensive REBOUND,[],1610612756,PHX,,,,,,,,,,,,,,,,146,,,,,,,,,,,,,,
125,148,PT00M00.00S,2021-07-15T01:36:27.2Z,1,REGULAR,period,end,[],0,,,1610612756,20,23,2021-07-15T01:36:27Z,1470000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,149,PT12M00.00S,2021-07-15T01:38:58.1Z,2,REGULAR,substitution,out,['startperiod'],1626192,,,1610612756,20,23,2021-07-15T01:40:01Z,1480000,,,0,,SUB out: P. Connaughton,[1626192],1610612749,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
127,150,PT12M00.00S,2021-07-15T01:38:58.1Z,2,REGULAR,substitution,out,['startperiod'],1629028,,,1610612756,20,23,2021-07-15T01:40:01Z,1490000,,,0,,SUB out: D. Ayton,[1629028],1610612756,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
128,151,PT12M00.00S,2021-07-15T01:38:58.1Z,2,REGULAR,substitution,in,['startperiod'],203114,,,1610612756,20,23,2021-07-15T01:40:01Z,1500000,,,0,,SUB in: K. Middleton,[203114],1610612749,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
129,152,PT12M00.00S,2021-07-15T01:38:58.1Z,2,REGULAR,substitution,in,['startperiod'],203109,,,1610612756,20,23,2021-07-15T01:40:01Z,1510000,,,0,,SUB in: J. Crowder,[203109],1610612756,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
130,153,PT12M00.00S,2021-07-15T01:40:10.2Z,2,REGULAR,period,start,[],0,,,1610612749,20,23,2021-07-15T01:40:10Z,1520000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,154,PT11M46.00S,2021-07-15T01:40:24.5Z,2,REGULAR,3pt,Jump Shot,[],203114,66.70499342969777,31.686580882352942,1610612749,20,23,2021-07-15T01:41:43Z,1530000,-92,260,1,right,MISS K. Middleton 27' 3PT,[203114],1610612749,MIL,,,,Middleton,K. Middleton,,,,,27.61,Missed,,,,,,,,,,,,,,,,,,,
132,155,PT11M45.00S,2021-07-15T01:40:25.5Z,2,REGULAR,rebound,defensive,[],1628470,,,1610612756,20,23,2021-07-15T01:41:43Z,1540000,,,0,,T. Craig REBOUND (Off:0 Def:2),[1628470],1610612756,PHX,,,,Craig,T. Craig,,,,,,,,,,,154,2,2,0,,,,,,,,,,,
133,156,PT11M30.00S,2021-07-15T01:40:46.8Z,2,REGULAR,foul,personal,['2freethrow'],1626171,,,1610612756,20,23,2021-07-15T01:41:09Z,1550000,,,0,,B. Portis shooting personal FOUL (1 PF) (Craig 2 FT),"[1626171, 1628470]",1610612749,MIL,shooting,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,1148,1,0,Craig,1628470,,,
134,158,PT11M30.00S,2021-07-15T01:41:12.0Z,2,REGULAR,freethrow,1 of 2,[],1628470,,,1610612756,20,24,2021-07-15T01:41:12Z,1570000,,,0,,T. Craig Free Throw 1 of 2 (1 PTS),[1628470],1610612756,PHX,,,,Craig,T. Craig,,,,,,Made,1,,,,,,,,,,,,,,,,,,
135,159,PT11M30.00S,2021-07-15T01:41:28.4Z,2,REGULAR,freethrow,2 of 2,[],1628470,,,1610612756,20,25,2021-07-15T01:41:28Z,1580000,,,0,,T. Craig Free Throw 2 of 2 (2 PTS),[1628470],1610612756,PHX,,,,Craig,T. Craig,,,,,,Made,2,,,,,,,,,,,,,,,,,,
136,160,PT11M12.00S,2021-07-15T01:41:47.8Z,2,REGULAR,2pt,Jump Shot,[],1626171,81.81668857,28.990502450980394,1610612749,20,25,2021-07-15T01:42:48Z,1590000,-105,118,1,right,MISS B. Portis 15' Jump Shot,[1626171],1610612749,MIL,,,,Portis,B. Portis,,,,,15.83,Missed,,,,,,,,,,,,,,,,,,,
137,161,PT11M11.00S,2021-07-15T01:41:48.8Z,2,REGULAR,rebound,defensive,[],203109,,,1610612756,20,25,2021-07-15T01:42:48Z,1600000,,,0,,J. Crowder REBOUND (Off:0 Def:2),[203109],1610612756,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,160,2,2,0,,,,,,,,,,,
138,162,PT11M00.00S,2021-07-15T01:41:59.0Z,2,REGULAR,3pt,Jump Shot,[],1629661,33.61941524310118,51.58547794117647,1610612756,20,25,2021-07-15T01:42:04Z,1610000,-8,264,1,left,MISS C. Johnson 26' 3PT,[1629661],1610612756,PHX,,,,Johnson,C. Johnson,,,,,26.36,Missed,,,,,,,,,,,,,,,,,,,
139,163,PT10M58.00S,2021-07-15T01:42:01.0Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,20,25,2021-07-15T01:43:12Z,1620000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:3),[203507],1610612749,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,162,5,3,2,,,,,,,,,,,
140,164,PT10M50.00S,2021-07-15T01:42:09.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203114,92.85479632063075,52.029718137254896,1610612749,22,25,2021-07-15T01:42:15Z,1630000,10,15,1,right,K. Middleton driving Layup (9 PTS) (G. Antetokounmpo 2 AST),"[203114, 203507]",1610612749,MIL,driving,,,Middleton,K. Middleton,,,,,1.78,Made,9,G. Antetokounmpo,203507,2,,,,,,,,,,,,,,,
141,166,PT10M39.00S,2021-07-15T01:42:18.9Z,2,REGULAR,3pt,Jump Shot,[],101108,32.40801576872536,68.94148284313727,1610612756,22,25,2021-07-15T01:42:25Z,1650000,-95,252,1,left,MISS C. Paul 26' 3PT,[101108],1610612756,PHX,,,,Paul,C. Paul,,,,,26.93,Missed,,,,,,,,,,,,,,,,,,,
142,167,PT10M38.00S,2021-07-15T01:42:19.9Z,2,REGULAR,rebound,offensive,[],203109,,,1610612756,22,25,2021-07-15T01:43:45Z,1660000,,,0,,J. Crowder REBOUND (Off:1 Def:2),[203109],1610612756,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,166,3,2,1,,,,,,,,,,,
143,168,PT10M36.00S,2021-07-15T01:42:24.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203109,8.229303547963205,45.65716911764706,1610612756,22,25,2021-07-15T01:44:06Z,1670000,22,25,1,left,MISS J. Crowder putback Layup,[203109],1610612756,PHX,putback,,,Crowder,J. Crowder,,,,,3.3,Missed,,,,,,,,,,,,,,,,,,,
144,169,PT10M35.00S,2021-07-15T01:42:25.8Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,22,25,2021-07-15T01:44:06Z,1680000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:4),[203507],1610612749,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,168,6,4,2,,,,,,,,,,,
145,170,PT10M29.00S,2021-07-15T01:42:30.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203507,92.06636005256242,51.049325980392155,1610612749,24,25,2021-07-15T01:42:38Z,1690000,5,22,1,right,G. Antetokounmpo running finger roll Layup (6 PTS),[203507],1610612749,MIL,running finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,2.27,Made,6,,,,,,,,,,,,,,,,,,
146,171,PT10M04.00S,2021-07-15T01:42:54.3Z,2,REGULAR,3pt,Jump Shot,[],203109,28.371386333771355,23.131127450980394,1610612756,24,28,2021-07-15T01:42:59Z,1700000,134,214,1,left,J. Crowder 25' 3PT  (3 PTS) (C. Paul 2 AST),"[203109, 101108]",1610612756,PHX,,,,Crowder,J. Crowder,,,,,25.28,Made,3,C. Paul,101108,2,,,,,,,,,,,,,,,
147,173,PT09M36.00S,2021-07-15T01:43:22.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,93.77463863337714,50.80422794117647,1610612749,26,28,2021-07-15T01:43:26Z,1720000,4,6,1,right,G. Antetokounmpo DUNK (8 PTS) (J. Teague 1 AST),"[203507, 201952]",1610612749,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,0.72,Made,8,J. Teague,201952,1,,,,,,,,,,,,,,,
148,175,PT09M17.00S,2021-07-15T01:43:41.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628470,7.835085413929041,50.314031862745104,1610612756,26,30,2021-07-15T01:43:46Z,1740000,-2,21,1,left,T. Craig cutting DUNK (4 PTS) (C. Paul 3 AST),"[1628470, 101108]",1610612756,PHX,cutting,,,Craig,T. Craig,,,,,2.12,Made,4,C. Paul,101108,3,,,,,,,,,,,,,,,
149,177,PT08M57.00S,2021-07-15T01:44:04.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,92.72339027595268,51.294424019607845,1610612749,28,30,2021-07-15T01:44:11Z,1760000,6,16,1,right,J. Holiday pullup bank Jump Shot (4 PTS),[201950],1610612749,MIL,pullup bank,,,Holiday,J. Holiday,,,,,1.72,Made,4,,,,,,,,,,,,,,,,,,
150,178,PT08M57.00S,2021-07-15T01:44:07.9Z,2,REGULAR,foul,personal,['1freethrow'],1626164,,,1610612749,28,30,2021-07-15T01:44:17Z,1770000,,,0,,D. Booker shooting personal FOUL (1 PF) (Holiday 1 FT),"[1626164, 201950]",1610612756,PHX,shooting,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,1148,1,0,Holiday,201950,,,
151,180,PT08M57.00S,2021-07-15T01:44:18.6Z,2,REGULAR,substitution,out,[],201952,,,1610612749,28,30,2021-07-15T01:44:31Z,1790000,,,0,,SUB out: J. Teague,[201952],1610612749,MIL,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,,
152,181,PT08M57.00S,2021-07-15T01:44:18.6Z,2,REGULAR,substitution,out,[],1626171,,,1610612749,28,30,2021-07-15T01:44:31Z,1800000,,,0,,SUB out: B. Portis,[1626171],1610612749,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
153,182,PT08M57.00S,2021-07-15T01:44:18.6Z,2,REGULAR,substitution,out,[],1626164,,,1610612749,28,30,2021-07-15T01:44:31Z,1810000,,,0,,SUB out: D. Booker,[1626164],1610612756,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
