,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
391,460,PT01M40.00S,2021-07-15T02:53:00.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626192,,,1610612756,73,75,2021-07-15T02:53:12Z,4510000,,,0,,P. Connaughton shooting personal FOUL (2 PF) (Booker 2 FT),"[1626192, 1626164]",1610612749,MIL,shooting,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,2004,2,0,Booker,1626164,,,
392,462,PT01M40.00S,2021-07-15T02:53:13.7Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1626164,,,1610612756,73,76,2021-07-15T02:53:13Z,4530000,,,0,,D. Booker Free Throw 1 of 2 (35 PTS),[1626164],1610612756,PHX,,,,Booker,D. Booker,,,,,,Made,35,,,,,,,,,,,,,,,,,,
393,463,PT01M40.00S,2021-07-15T02:53:14.7Z,3,REGULAR,substitution,out,[],1629028,,,1610612756,73,76,2021-07-15T02:53:23Z,4540000,,,0,,SUB out: D. Ayton,[1629028],1610612756,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
394,464,PT01M40.00S,2021-07-15T02:53:14.7Z,3,REGULAR,substitution,in,[],203109,,,1610612756,73,76,2021-07-15T02:53:23Z,4550000,,,0,,SUB in: J. Crowder,[203109],1610612756,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
395,465,PT01M40.00S,2021-07-15T02:53:30.8Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1626164,,,1610612756,73,77,2021-07-15T02:53:30Z,4560000,,,0,,D. Booker Free Throw 2 of 2 (36 PTS),[1626164],1610612756,PHX,,,,Booker,D. Booker,,,,,,Made,36,,,,,,,,,,,,,,,,,,
396,466,PT01M23.00S,2021-07-15T02:53:49.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201950,6.521024967148489,49.57873774509804,1610612749,73,77,2021-07-15T02:53:53Z,4570000,2,9,1,left,MISS J. Holiday cutting Layup - blocked,"[201950, 1629661]",1610612749,MIL,cutting,,,Holiday,J. Holiday,,,,,0.9,Missed,,,,,,,,,,,,,,,,,Johnson,1629661,
397,467,PT01M23.00S,2021-07-15T02:53:49.0Z,3,REGULAR,block,,[],1629661,,,1610612749,73,77,2021-07-15T02:53:52Z,4580000,,,0,,C. Johnson BLOCK (1 BLK),[1629661],1610612756,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
398,468,PT01M22.00S,2021-07-15T02:53:50.0Z,3,REGULAR,rebound,defensive,[],203109,,,1610612756,73,77,2021-07-15T02:59:20Z,4590000,,,0,,J. Crowder REBOUND (Off:1 Def:6),[203109],1610612756,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,466,7,6,1,,,,,,,,,,,
399,469,PT01M04.00S,2021-07-15T02:54:07.1Z,3,REGULAR,3pt,Jump Shot,[],1626166,68.41327201051249,71.88265931,1610612756,73,80,2021-07-15T02:54:11Z,4600000,109,244,1,right,C. Payne 26' 3PT  (9 PTS) (C. Johnson 1 AST),"[1626166, 1629661]",1610612756,PHX,,,,Payne,C. Payne,,,,,26.78,Made,9,C. Johnson,1629661,1,,,,,,,,,,,,,,,
400,471,PT00M49.20S,2021-07-15T02:54:24.2Z,3,REGULAR,3pt,Jump Shot,[],203114,31.61957950065703,65.75520833333334,1610612749,76,80,2021-07-15T02:54:49Z,4620000,-79,245,1,left,K. Middleton 25' 3PT pullup (26 PTS),[203114],1610612749,MIL,pullup,,,Middleton,K. Middleton,,,,,25.71,Made,26,,,,,,,,,,,,,,,,,,
401,472,PT00M37.30S,2021-07-15T02:54:37.5Z,3,REGULAR,turnover,lost ball,[],1626164,,,1610612756,76,80,2021-07-15T02:54:43Z,4630000,,,0,,D. Booker lost ball TURNOVER (3 TO),"[1626164, 1626171]",1610612756,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,3,Portis,1626171,,,,,,,,
402,473,PT00M37.30S,2021-07-15T02:54:37.5Z,3,REGULAR,steal,,[],1626171,,,1610612749,76,80,2021-07-15T02:56:18Z,4640000,,,0,,B. Portis STEAL (1 STL),[1626171],1610612749,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
403,474,PT00M32.40S,2021-07-15T02:54:44.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203114,8.492115637319317,59.13756127450981,1610612749,76,80,2021-07-15T02:54:56Z,4650000,-46,27,1,left,MISS K. Middleton pullup Shot - blocked,"[203114, 203109]",1610612749,MIL,pullup,,,Middleton,K. Middleton,,,,,5.32,Missed,,,,,,,,,,,,,,,,,Crowder,203109,
404,475,PT00M32.40S,2021-07-15T02:54:44.0Z,3,REGULAR,block,,[],203109,,,1610612749,76,80,2021-07-15T02:54:48Z,4660000,,,0,,J. Crowder BLOCK (3 BLK),[203109],1610612756,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
405,476,PT00M32.40S,2021-07-15T02:54:44.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612756,76,80,2021-07-15T02:54:53Z,4670000,,,0,,TEAM defensive REBOUND,[],1610612756,PHX,,,,,,,,,,,,,,,,474,,,,,,,,,,,,,,
406,477,PT00M32.40S,2021-07-15T02:54:55.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,76,80,2021-07-15T02:54:55Z,4680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,478,PT00M32.40S,2021-07-15T02:55:02.0Z,3,REGULAR,substitution,out,[],1626171,,,1610612756,76,80,2021-07-15T02:55:10Z,4690000,,,0,,SUB out: B. Portis,[1626171],1610612749,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
408,479,PT00M32.40S,2021-07-15T02:55:02.0Z,3,REGULAR,substitution,out,[],1626166,,,1610612756,76,80,2021-07-15T02:55:10Z,4700000,,,0,,SUB out: C. Payne,[1626166],1610612756,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
409,480,PT00M32.40S,2021-07-15T02:55:02.0Z,3,REGULAR,substitution,in,[],203507,,,1610612756,76,80,2021-07-15T02:55:10Z,4710000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
410,481,PT00M32.40S,2021-07-15T02:55:02.0Z,3,REGULAR,substitution,in,[],101108,,,1610612756,76,80,2021-07-15T02:55:10Z,4720000,,,0,,SUB in: C. Paul,[101108],1610612756,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
411,482,PT00M16.40S,2021-07-15T02:55:29.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,80.89684625492772,37.32383578431372,1610612756,76,82,2021-07-15T02:55:33Z,4730000,-63,127,1,right,D. Booker 14' pullup Jump Shot (38 PTS),[1626164],1610612756,PHX,pullup,,,Booker,D. Booker,,,,,14.2,Made,38,,,,,,,,,,,,,,,,,,
412,486,PT00M00.00S,2021-07-15T02:56:02.1Z,3,REGULAR,period,end,[],0,,,1610612749,76,82,2021-07-15T02:56:02Z,4770000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,487,PT12M00.00S,2021-07-15T02:59:01.7Z,4,REGULAR,substitution,out,['startperiod'],201572,,,1610612749,76,82,2021-07-15T02:59:27Z,4780000,,,0,,SUB out: B. Lopez,[201572],1610612749,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
414,488,PT12M00.00S,2021-07-15T02:59:01.7Z,4,REGULAR,substitution,in,['startperiod'],200782,,,1610612749,76,82,2021-07-15T02:59:27Z,4790000,,,0,,SUB in: P. Tucker,[200782],1610612749,MIL,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
415,489,PT12M00.00S,2021-07-15T02:59:32.4Z,4,REGULAR,period,start,[],0,,,1610612756,76,82,2021-07-15T02:59:32Z,4800000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,490,PT11M42.00S,2021-07-15T02:59:48.8Z,4,REGULAR,3pt,Jump Shot,[],1629661,66.17936925098554,43.94148284313725,1610612756,76,85,2021-07-15T02:59:54Z,4810000,-30,265,1,right,C. Johnson 26' 3PT  (6 PTS) (C. Paul 6 AST),"[1629661, 101108]",1610612756,PHX,,,,Johnson,C. Johnson,,,,,26.71,Made,6,C. Paul,101108,6,,,,,,,,,,,,,,,
417,492,PT11M23.00S,2021-07-15T03:00:08.2Z,4,REGULAR,3pt,Jump Shot,[],1626192,28.203022339027594,13.059129901960784,1610612749,79,85,2021-07-15T03:00:11Z,4830000,185,213,1,left,P. Connaughton 28' 3PT  (6 PTS) (K. Middleton 4 AST),"[1626192, 203114]",1610612749,MIL,,,,Connaughton,P. Connaughton,,,,,28.16,Made,6,K. Middleton,203114,4,,,,,,,,,,,,,,,
418,494,PT11M08.00S,2021-07-15T03:00:25.7Z,4,REGULAR,turnover,out-of-bounds,[],1626164,,,1610612756,79,85,2021-07-15T03:00:34Z,4850000,,,0,,D. Booker lost ball out-of-bounds TURNOVER (4 TO),[1626164],1610612756,PHX,lost ball,,,Booker,D. Booker,,,,,,,,,,,,,,,4,,,2714,,,,,,,
419,495,PT10M57.00S,2021-07-15T03:00:43.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201950,18.21616294,44.921875,1610612749,79,85,2021-07-15T03:02:45Z,4860000,25,119,1,left,MISS J. Holiday 12' pullup Shot,[201950],1610612749,MIL,pullup,,,Holiday,J. Holiday,,,,,12.14,Missed,,,,,,,,,,,,,,,,,,,
420,496,PT10M55.00S,2021-07-15T03:00:45.9Z,4,REGULAR,rebound,offensive,[],203507,,,1610612749,79,85,2021-07-15T03:03:10Z,4870000,,,0,,G. Antetokounmpo REBOUND (Off:4 Def:6),[203507],1610612749,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,495,10,6,4,,,,,,,,,,,
421,497,PT10M50.00S,2021-07-15T03:00:48.3Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201950,33.327858081471746,30.46109068627451,1610612749,79,85,2021-07-15T03:00:55Z,4880000,98,261,1,left,MISS J. Holiday 27' 3PT,[201950],1610612749,MIL,,,,Holiday,J. Holiday,,,,,27.85,Missed,,,,,,,,,,,,,,,,,,,
